epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,416.784,0.57938,0.54682,1.10294,0.89449,0.99913,0.97833,0.76987,0.99155,0.82146,1.48057,8.35084e-05,8.35084e-05,8.35084e-05
192,418.759,0.56947,0.53344,1.15108,0.89449,0.99913,0.97833,0.76987,0.99155,0.82146,1.48057,7.51742e-05,7.51742e-05,7.51742e-05
193,420.86,0.55535,0.54334,1.08445,0.87195,0.97622,0.97833,0.75354,1.00259,0.82232,1.51163,6.684e-05,6.684e-05,6.684e-05
194,422.714,0.5269,0.50659,0.95089,0.87195,0.97622,0.97833,0.75354,1.00259,0.82232,1.51163,5.85059e-05,5.85059e-05,5.85059e-05
195,425.348,0.56253,0.56384,1.08294,0.87195,0.97622,0.97833,0.75354,1.00259,0.82232,1.51163,5.01717e-05,5.01717e-05,5.01717e-05
196,427.774,0.56111,0.53192,1.085,0.8437,0.93193,0.97833,0.75131,0.99561,0.83697,1.53537,4.18375e-05,4.18375e-05,4.18375e-05
197,429.583,0.53921,0.5571,1.10992,0.8437,0.93193,0.97833,0.75131,0.99561,0.83697,1.53537,3.35034e-05,3.35034e-05,3.35034e-05
198,431.652,0.48713,0.49132,1.01216,0.84139,0.9868,0.97833,0.74302,0.99614,0.76795,1.52819,2.51692e-05,2.51692e-05,2.51692e-05
199,433.492,0.57023,0.60367,1.06666,0.84139,0.9868,0.97833,0.74302,0.99614,0.76795,1.52819,1.6835e-05,1.6835e-05,1.6835e-05
200,435.46,0.55377,0.56673,1.09934,0.84315,0.99823,0.97833,0.75247,1.01274,0.77086,1.53728,8.50087e-06,8.50087e-06,8.50087e-06
